R_fighter,B_fighter,R_odds,B_odds,date,City,State/Province,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,height_dif,reach_dif,age_dif,Finish2,finish,finish_details,finish_round,finish_round_time
Raquel Pennington,Ashlee Evans-Smith,175,-190,12/6/2014,Las Vegas,Nevada, USA,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,172.72,170.18,125,Orthodox,170.18,170.18,135,26,27,2.54,0,-1,SUB,SUB,Other - Choke,1,4:59
Sergio Pettis,Matt Hobar,-240,220,12/6/2014,Las Vegas,Nevada, USA,Red,FALSE,Bantamweight,MALE,3,Southpaw,177.8,177.8,135,Orthodox,167.64,175.26,135,21,27,10.16,2.54,-6,U-DEC,U-DEC,N/A,3,5:00
Todd Duffee,Anthony Hamilton,-315,285,12/6/2014,Las Vegas,Nevada, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,195.58,193.04,260,Orthodox,190.5,200.66,260,28,34,5.08,-7.62,-6,KO/TKO,KO/TKO,Punches,1,0:33
Tony Ferguson,Abel Trujillo,-325,295,12/6/2014,Las Vegas,Nevada, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,177.8,155,Orthodox,180.34,193.04,155,30,31,-7.62,-15.24,-1,SUB,SUB,Rear naked choke,2,4:19
Travis Browne,Brendan Schaub,-450,400,12/6/2014,Las Vegas,Nevada, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,193.04,198.12,245,Orthodox,198.12,200.66,255,32,31,-5.08,-2.54,1,KO/TKO,KO/TKO,Punches,1,4:50
Urijah Faber,Francisco Rivera,-925,725,12/6/2014,Las Vegas,Nevada, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,172.72,172.72,135,Orthodox,167.64,170.18,135,35,33,5.08,2.54,2,SUB,SUB,Other - Choke,2,1:34
Bobby Green,Edson Barboza,140,-150,11/22/2014,Austin,Texas, USA,Blue,FALSE,Lightweight,MALE,3,Orthodox,180.34,190.5,155,Orthodox,177.8,180.34,155,28,28,2.54,10.16,0,U-DEC,U-DEC,N/A,3,5:00
Brad Pickett,Chico Camus,-175,165,11/22/2014,Austin,Texas, USA,Blue,FALSE,Flyweight,MALE,3,Orthodox,167.64,167.64,125,Orthodox,167.64,172.72,135,36,29,0,-5.08,7,S-DEC,S-DEC,N/A,3,5:00
Frankie Edgar,Cub Swanson,-170,160,11/22/2014,Austin,Texas, USA,Red,FALSE,Featherweight,MALE,5,Orthodox,172.72,177.8,145,Orthodox,167.64,172.72,145,33,31,5.08,5.08,2,SUB,SUB,Neck crank,5,4:56
James Vick,Nick Hein,-280,255,11/22/2014,Austin,Texas, USA,Red,FALSE,Lightweight,MALE,3,Southpaw,167.64,167.64,155,Orthodox,190.5,193.04,155,27,30,-22.86,-25.4,-3,U-DEC,U-DEC,N/A,3,5:00
Jared Rosholt,Aleksei Oleinik,-420,375,11/22/2014,Austin,Texas, USA,Blue,FALSE,Heavyweight,MALE,3,Orthodox,187.96,203.2,240,Orthodox,187.96,190.5,265,28,37,0,12.7,-9,KO/TKO,KO/TKO,Punches,1,3:21
Joseph Benavidez,Dustin Ortiz,-430,380,11/22/2014,Austin,Texas, USA,Red,FALSE,Flyweight,MALE,3,Orthodox,165.1,165.1,125,Southpaw,162.56,165.1,125,30,25,2.54,0,5,U-DEC,U-DEC,N/A,3,5:00
Juan Puig,Dooho Choi,375,-420,11/22/2014,Austin,Texas, USA,Blue,FALSE,Featherweight,MALE,3,Orthodox,177.8,177.8,145,Orthodox,175.26,182.88,145,25,23,2.54,-5.08,2,KO/TKO,KO/TKO,Punches,1,0:18
Luke Barnatt,Roger Narvaez,-420,375,11/22/2014,Austin,Texas, USA,Blue,FALSE,Middleweight,MALE,3,Southpaw,190.5,200.66,185,Orthodox,198.12,195.58,185,26,31,-7.62,5.08,-5,S-DEC,S-DEC,N/A,3,5:00
Matt Wiman,Isaac Vallie-Flagg,-175,165,11/22/2014,Austin,Texas, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,172.72,155,Orthodox,177.8,172.72,155,31,36,-5.08,0,-5,U-DEC,U-DEC,N/A,3,5:00
Paige VanZant,Kailin Curran,100,-110,11/22/2014,Austin,Texas, USA,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,162.56,165.1,115,Orthodox,162.56,165.1,115,20,23,0,0,-3,KO/TKO,KO/TKO,Punches,3,2:54
Ruslan Magomedov,Josh Copeland,-230,210,11/22/2014,Austin,Texas, USA,Red,FALSE,Heavyweight,MALE,3,Orthodox,185.42,190.5,265,Orthodox,190.5,198.12,242,27,32,-5.08,-7.62,-5,U-DEC,U-DEC,N/A,3,5:00
Yves Edwards,Akbarh Arreola,-265,245,11/22/2014,Austin,Texas, USA,Blue,FALSE,Lightweight,MALE,3,Southpaw,177.8,180.34,155,Southpaw,175.26,185.42,155,38,31,2.54,-5.08,7,SUB,SUB,Armbar,1,1:52
Alejandro Perez,Jose Quinonez,215,-235,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,TRUE,Bantamweight,MALE,3,Orthodox,172.72,175.26,135,Orthodox,167.64,170.18,135,25,24,5.08,5.08,1,U-DEC,U-DEC,N/A,3,5:00
Augusto Montano,Chris Heatherly,-255,235,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,FALSE,Welterweight,MALE,3,Orthodox,175.26,172.72,155,Orthodox,185.42,185.42,170,30,26,-10.16,-12.7,4,KO/TKO,KO/TKO,Knees,1,4:50
Edgar Garcia,Hector Urbina,-160,150,11/15/2014,Mexico City,Distrito Federal, Mexico,Blue,FALSE,Welterweight,MALE,3,Orthodox,180.34,185.42,170,Orthodox,177.8,180.34,170,30,27,2.54,5.08,3,SUB,SUB,Guillotine Choke,1,3:38
Fabricio Werdum,Mark Hunt,-430,380,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,TRUE,Heavyweight,MALE,5,Orthodox,177.8,182.88,265,Orthodox,193.04,195.58,231,37,40,-15.24,-12.7,-3,KO/TKO,KO/TKO,Flying Knee,2,2:27
Gabriel Benitez,Humberto Brown,-600,450,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,FALSE,Featherweight,MALE,3,Switch,177.8,180.34,145,Southpaw,172.72,180.34,145,26,30,5.08,0,-4,SUB,SUB,Guillotine Choke,3,0:30
Henry Briones,Guido Cannetti,-135,125,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,FALSE,Bantamweight,MALE,3,Southpaw,167.64,172.72,135,Orthodox,172.72,175.26,135,34,34,-5.08,-2.54,0,SUB,SUB,Rear naked choke,2,1:44
Jake Ellenberger,Kelvin Gastelum,145,-155,11/15/2014,Mexico City,Distrito Federal, Mexico,Blue,FALSE,Welterweight,MALE,3,Southpaw,175.26,180.34,185,Orthodox,175.26,180.34,170,29,23,0,0,6,SUB,SUB,Rear naked choke,1,4:46
Jessica Eye,Leslie Smith,-295,265,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,175.26,167.64,135,Orthodox,167.64,167.64,125,28,32,7.62,0,-4,KO/TKO,KO/TKO,Doctor stoppage,2,1:30
Marco Beltran,Marlon Vera,205,-225,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,FALSE,Bantamweight,MALE,3,Switch,172.72,177.8,135,Orthodox,172.72,175.26,125,28,21,0,2.54,7,U-DEC,U-DEC,N/A,3,5:00
Ricardo Lamas,Dennis Bermudez,155,-165,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,FALSE,Featherweight,MALE,3,Orthodox,167.64,167.64,155,Orthodox,172.72,180.34,145,32,27,-5.08,-12.7,5,SUB,SUB,Guillotine Choke,1,3:18
Yair Rodriguez,Leonardo Morales,-230,210,11/15/2014,Mexico City,Distrito Federal, Mexico,Red,TRUE,Featherweight,MALE,3,Southpaw,172.72,172.72,135,Orthodox,180.34,180.34,145,22,21,-7.62,-7.62,1,U-DEC,U-DEC,N/A,3,5:00
Caio Magalhaes,Trevor Smith,-280,255,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Middleweight,MALE,3,Orthodox,190.5,190.5,185,Orthodox,185.42,185.42,185,26,33,5.08,5.08,-7,KO/TKO,KO/TKO,Punches,1,0:31
Claudio Silva,Leon Edwards,195,-215,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Welterweight,MALE,3,Southpaw,182.88,187.96,170,Southpaw,180.34,180.34,170,32,23,2.54,7.62,9,S-DEC,S-DEC,N/A,3,5:00
Dhiego Lima,Jorge de Oliveira,-440,390,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Welterweight,MALE,3,Orthodox,172.72,180.34,155,Orthodox,187.96,187.96,170,25,34,-15.24,-7.62,-9,U-DEC,U-DEC,N/A,3,5:00
Diego Rivas,Rodolfo Rubio,-150,140,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Featherweight,MALE,3,Orthodox,165.1,167.64,145,Orthodox,172.72,175.26,145,22,27,-7.62,-7.62,-5,U-DEC,U-DEC,N/A,3,5:00
Juliana Lima,Nina Ansaroff,110,-130,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Women's Strawweight,FEMALE,3,Orthodox,165.1,162.56,115,Orthodox,165.1,165.1,115,32,28,0,-2.54,4,U-DEC,U-DEC,N/A,3,5:00
Leandro Silva,Charlie Brenneman,115,-125,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,182.88,155,Orthodox,175.26,182.88,155,28,33,2.54,0,-5,SUB,SUB,Rear naked choke,1,4:15
Mauricio Rua,Ovince Saint Preux,-160,150,11/8/2014,Uberlandia,Minas Gerais, Brazil,Blue,FALSE,Light Heavyweight,MALE,5,Southpaw,190.5,203.2,205,Orthodox,185.42,193.04,205,32,31,5.08,10.16,1,KO/TKO,KO/TKO,Punches,1,0:34
Thomas Almeida,Tim Gorman,-365,328,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Bantamweight,MALE,3,Southpaw,165.1,172.72,135,Southpaw,170.18,177.8,135,23,31,-5.08,-5.08,-8,U-DEC,U-DEC,N/A,3,5:00
Wagner Silva,Colby Covington,435,-500,11/8/2014,Uberlandia,Minas Gerais, Brazil,Blue,FALSE,Welterweight,MALE,3,Orthodox,180.34,182.88,170,Orthodox,182.88,180.34,170,27,26,-2.54,2.54,1,SUB,SUB,Rear naked choke,3,3:26
Warlley Alves,Alan Jouban,-380,340,11/8/2014,Uberlandia,Minas Gerais, Brazil,Red,FALSE,Welterweight,MALE,3,Southpaw,182.88,185.42,170,Orthodox,180.34,182.88,170,23,32,2.54,2.54,-9,U-DEC,U-DEC,N/A,3,5:00
Anthony Perosh,Guto Inocente,200,-220,11/7/2014,Sydney,New South Wales, Australia,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,190.5,195.58,205,Orthodox,190.5,190.5,205,42,28,0,5.08,14,SUB,SUB,Rear naked choke,1,3:46
Dylan Andrews,Sam Alvey,-150,140,11/7/2014,Sydney,New South Wales, Australia,Blue,FALSE,Middleweight,MALE,3,Southpaw,187.96,190.5,205,Switch,185.42,185.42,185,34,28,2.54,5.08,6,KO/TKO,KO/TKO,Punches,1,2:16
Jake Matthews,Vagner Rocha,-475,420,11/7/2014,Sydney,New South Wales, Australia,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,185.42,155,Orthodox,180.34,185.42,170,20,32,-2.54,0,-12,SUB,SUB,Rear naked choke,2,1:52
Jumabieke Tuerxun,Marcus Brimage,540,-660,11/7/2014,Sydney,New South Wales, Australia,Blue,FALSE,Bantamweight,MALE,3,Southpaw,162.56,180.34,135,Orthodox,170.18,170.18,135,28,29,-7.62,10.16,-1,KO/TKO,KO/TKO,Kick,1,2:58
Luke Rockhold,Michael Bisping,-525,450,11/7/2014,Sydney,New South Wales, Australia,Red,FALSE,Middleweight,MALE,5,Orthodox,185.42,190.5,185,Southpaw,190.5,195.58,185,30,35,-5.08,-5.08,-5,SUB,SUB,Guillotine Choke,2,0:57
Luke Zachrich,Daniel Kelly,-290,260,11/7/2014,Sydney,New South Wales, Australia,Blue,FALSE,Middleweight,MALE,3,Southpaw,182.88,177.8,185,Orthodox,187.96,187.96,185,32,37,-5.08,-10.16,-5,SUB,SUB,Kimura,1,4:27
Richie Vaculik,Louis Smolka,310,-340,11/7/2014,Sydney,New South Wales, Australia,Blue,FALSE,Flyweight,MALE,3,Orthodox,175.26,172.72,135,Orthodox,167.64,175.26,125,31,23,7.62,-2.54,8,KO/TKO,KO/TKO,Kick,3,0:18
Robert Whittaker,Clint Hester,170,-185,11/7/2014,Sydney,New South Wales, Australia,Red,FALSE,Middleweight,MALE,3,Orthodox,187.96,195.58,205,Orthodox,182.88,185.42,185,23,27,5.08,10.16,-4,KO/TKO,KO/TKO,Knees,2,2:43
Ross Pearson,Al Iaquinta,-130,120,11/7/2014,Sydney,New South Wales, Australia,Blue,FALSE,Lightweight,MALE,3,Orthodox,177.8,177.8,155,Orthodox,172.72,175.26,155,30,27,5.08,2.54,3,KO/TKO,KO/TKO,Punches,2,1:39
Soa Palelei,Walt Harris,-178,167,11/7/2014,Sydney,New South Wales, Australia,Red,FALSE,Heavyweight,MALE,3,Southpaw,195.58,195.58,250,Orthodox,193.04,205.74,265,37,31,2.54,-10.16,6,KO/TKO,KO/TKO,Punches,2,4:49
Vik Grujic,Chris Clements,-105,-105,11/7/2014,Sydney,New South Wales, Australia,Blue,FALSE,Welterweight,MALE,3,Orthodox,177.8,177.8,170,Orthodox,180.34,185.42,170,37,38,-2.54,-7.62,-1,KO/TKO,KO/TKO,Knees,1,3:06
Darren Elkins,Lucas Martins,-220,200,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Red,FALSE,Featherweight,MALE,3,Southpaw,182.88,182.88,145,Orthodox,177.8,180.34,145,30,25,5.08,2.54,5,S-DEC,S-DEC,N/A,3,5:00
Diego Ferreira,Beneil Dariush,-245,225,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Blue,FALSE,Lightweight,MALE,3,Southpaw,177.8,182.88,155,Orthodox,175.26,187.96,155,29,25,2.54,-5.08,4,U-DEC,U-DEC,N/A,3,5:00
Fabio Maldonado,Hans Stringer,-130,120,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Red,FALSE,Light Heavyweight,MALE,3,Orthodox,190.5,185.42,205,Orthodox,185.42,190.5,205,34,27,5.08,-5.08,7,KO/TKO,KO/TKO,Punches,2,4:06
Fabricio Camoes,Anthony Rocco Martin,-105,-105,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Blue,FALSE,Lightweight,MALE,3,Orthodox,182.88,185.42,170,Orthodox,177.8,185.42,155,35,24,5.08,0,11,SUB,SUB,Kimura,1,4:16
Felipe Arantes,Andre Fili,150,-160,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Blue,FALSE,Featherweight,MALE,3,Orthodox,180.34,187.96,145,Orthodox,172.72,185.42,135,26,24,7.62,2.54,2,U-DEC,U-DEC,N/A,3,5:00
Gilbert Burns,Christos Giagos,-405,360,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,180.34,155,Orthodox,177.8,180.34,155,28,24,0,0,4,SUB,SUB,Armbar,1,4:57
Glover Teixeira,Phil Davis,-210,190,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,187.96,200.66,205,Orthodox,187.96,193.04,205,34,30,0,7.62,4,U-DEC,U-DEC,N/A,3,5:00
Jose Aldo,Chad Mendes,-200,185,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Red,TRUE,Featherweight,MALE,5,Orthodox,167.64,167.64,145,Orthodox,170.18,177.8,145,28,29,-2.54,-10.16,-1,U-DEC,U-DEC,N/A,5,5:00
Scott Jorgensen,Wilson Reis,195,-215,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Blue,FALSE,Flyweight,MALE,3,Southpaw,162.56,165.1,125,Orthodox,165.1,167.64,135,32,29,-2.54,-2.54,3,SUB,SUB,Arm triangle ,1,3:28
William Patolino,Neil Magny,185,-200,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Blue,FALSE,Welterweight,MALE,3,Orthodox,190.5,203.2,170,Orthodox,180.34,190.5,170,23,27,10.16,12.7,-4,KO/TKO,KO/TKO,Punches,3,2:40
Yan Cabral,Naoyuki Kotani,-700,568,10/25/2014,Rio de Janeiro,Rio de Janeiro, Brazil,Red,FALSE,Lightweight,MALE,3,Southpaw,172.72,167.64,155,Orthodox,180.34,185.42,155,31,32,-7.62,-17.78,-1,SUB,SUB,Rear naked choke,2,3:06
Akira Corassani,Max Holloway,480,-570,10/4/2014,Stockholm,Stockholm county, Sweden,Blue,FALSE,Featherweight,MALE,3,Orthodox,180.34,175.26,155,Orthodox,172.72,172.72,145,32,22,7.62,2.54,10,KO/TKO,KO/TKO,Punches,1,3:11
Albert Tumenov,Matt Dwyer,-440,390,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Welterweight,MALE,3,Orthodox,193.04,193.04,170,Orthodox,180.34,185.42,170,22,24,12.7,7.62,-2,KO/TKO,KO/TKO,Kick,1,1:03
Cathal Pendred,Gasan Umalatov,-140,130,10/4/2014,Stockholm,Stockholm county, Sweden,Red,FALSE,Welterweight,MALE,3,Orthodox,180.34,180.34,170,Orthodox,185.42,190.5,170,27,32,-5.08,-10.16,-5,S-DEC,S-DEC,N/A,3,5:00
Chad Laprise,Yosdenis Cedeno,-320,290,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Lightweight,MALE,3,Orthodox,172.72,175.26,155,Orthodox,177.8,180.34,170,28,29,-5.08,-5.08,-1,U-DEC,U-DEC,N/A,3,5:00
Daron Cruickshank,Anthony Njokuani,-110,100,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Lightweight,MALE,3,Orthodox,185.42,190.5,155,Switch,172.72,182.88,155,29,34,12.7,7.62,-5,U-DEC,U-DEC,N/A,3,5:00
Dennis Siver,Charles Rosa,-290,260,10/4/2014,Stockholm,Stockholm county, Sweden,Red,FALSE,Featherweight,MALE,3,Switch,175.26,175.26,145,Orthodox,167.64,177.8,145,35,28,7.62,-2.54,7,U-DEC,U-DEC,N/A,3,5:00
Elias Theodorou,Bruno Santos,-340,280,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Middleweight,MALE,3,Orthodox,175.26,175.26,185,Orthodox,185.42,190.5,185,26,27,-10.16,-15.24,-1,U-DEC,U-DEC,N/A,3,5:00
Gunnar Nelson,Rick Story,-360,325,10/4/2014,Stockholm,Stockholm county, Sweden,Blue,FALSE,Welterweight,MALE,5,Southpaw,175.26,180.34,170,Switch,180.34,182.88,170,26,30,-5.08,-2.54,-4,S-DEC,S-DEC,N/A,5,5:00
Ilir Latifi,Jan Blachowicz,-265,245,10/4/2014,Stockholm,Stockholm county, Sweden,Blue,FALSE,Light Heavyweight,MALE,3,Orthodox,187.96,198.12,205,Orthodox,177.8,185.42,205,31,31,10.16,12.7,0,KO/TKO,KO/TKO,Kick,1,1:58
Jason Saggo,Paul Felder,-160,150,10/4/2014,Halifax,Nova Scotia, Canada,Blue,FALSE,Lightweight,MALE,3,Orthodox,180.34,177.8,155,Orthodox,180.34,180.34,155,28,30,0,-2.54,-2,S-DEC,S-DEC,N/A,3,5:00
Magnus Cedenblad,Scott Askham,-120,110,10/4/2014,Stockholm,Stockholm county, Sweden,Red,FALSE,Middleweight,MALE,3,Southpaw,190.5,190.5,185,Orthodox,195.58,200.66,185,32,26,-5.08,-10.16,6,U-DEC,U-DEC,N/A,3,5:00
Mairbek Taisumov,Marcin Bandel,-150,140,10/4/2014,Stockholm,Stockholm county, Sweden,Red,FALSE,Lightweight,MALE,3,Orthodox,177.8,177.8,155,Orthodox,175.26,185.42,155,26,24,2.54,-7.62,2,KO/TKO,KO/TKO,Punches,1,1:01
Mitch Gagnon,Roman Salazar,-750,600,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Bantamweight,MALE,3,Orthodox,170.18,170.18,135,Southpaw,165.1,165.1,135,29,26,5.08,5.08,3,SUB,SUB,Rear naked choke,1,2:06
Nico Musoke,Alexander Yakovlev,-205,188,10/4/2014,Stockholm,Stockholm county, Sweden,Red,FALSE,Welterweight,MALE,3,Southpaw,190.5,187.96,155,Orthodox,182.88,190.5,170,28,30,7.62,-2.54,-2,U-DEC,U-DEC,N/A,3,5:00
Niklas Backstrom,Mike Wilkinson,-1000,650,10/4/2014,Stockholm,Stockholm county, Sweden,Blue,FALSE,Featherweight,MALE,3,Switch,170.18,172.72,145,Orthodox,185.42,187.96,145,25,27,-15.24,-15.24,-2,KO/TKO,KO/TKO,Punches,1,1:19
Nordine Taleb,Li Jingliang,-430,380,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Welterweight,MALE,3,Orthodox,182.88,180.34,170,Orthodox,185.42,187.96,170,33,26,-2.54,-7.62,7,S-DEC,S-DEC,N/A,3,5:00
Olivier Aubin-Mercier,Jake Lindsey,-525,450,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Lightweight,MALE,3,Switch,180.34,180.34,155,Southpaw,175.26,177.8,155,25,28,5.08,2.54,-3,SUB,SUB,Other - Choke,2,3:22
Paddy Holohan,Chris Kelades,-500,435,10/4/2014,Halifax,Nova Scotia, Canada,Blue,FALSE,Flyweight,MALE,3,Orthodox,170.18,172.72,125,Orthodox,177.8,175.26,125,26,33,-7.62,-2.54,-7,U-DEC,U-DEC,N/A,3,5:00
Raphael Assuncao,Bryan Caraway,-450,400,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Bantamweight,MALE,3,Orthodox,172.72,172.72,135,Orthodox,165.1,167.64,135,32,30,7.62,5.08,2,U-DEC,U-DEC,N/A,3,5:00
Rory MacDonald,Tarec Saffiedine,-430,380,10/4/2014,Halifax,Nova Scotia, Canada,Red,FALSE,Welterweight,MALE,5,Switch,177.8,177.8,170,Orthodox,182.88,193.04,170,25,28,-5.08,-15.24,-3,KO/TKO,KO/TKO,Punches,3,1:28
Tor Troeng,Krzysztof Jotko,130,-140,10/4/2014,Stockholm,Stockholm county, Sweden,Blue,FALSE,Middleweight,MALE,3,Southpaw,185.42,195.58,185,Orthodox,187.96,195.58,185,31,25,-2.54,0,6,U-DEC,U-DEC,N/A,3,5:00
Zubaira Tukhugov,Ernest Chavez,-260,240,10/4/2014,Stockholm,Stockholm county, Sweden,Red,FALSE,Featherweight,MALE,3,Orthodox,172.72,177.8,145,Orthodox,172.72,172.72,145,23,31,0,5.08,-8,KO/TKO,KO/TKO,Punches,1,4:21
Cat Zingano,Amanda Nunes,-215,195,9/27/2014,Las Vegas,Nevada, USA,Red,FALSE,Women's Bantamweight,FEMALE,3,Orthodox,172.72,175.26,145,Southpaw,167.64,172.72,145,32,26,5.08,2.54,6,KO/TKO,KO/TKO,Punches,3,1:21
Demetrious Johnson,Chris Cariaso,-1450,1150,9/27/2014,Las Vegas,Nevada, USA,Red,TRUE,Flyweight,MALE,5,Southpaw,160.02,160.02,125,Orthodox,160.02,167.64,125,28,33,0,-7.62,-5,SUB,SUB,Kimura,2,2:29
Dominick Cruz,Takeya Mizugaki,-560,475,9/27/2014,Las Vegas,Nevada, USA,Red,FALSE,Bantamweight,MALE,3,Orthodox,170.18,172.72,135,Orthodox,172.72,172.72,135,29,30,-2.54,0,-1,KO/TKO,KO/TKO,Punches,1,1:01
Donald Cerrone,Eddie Alvarez,-135,125,9/27/2014,Las Vegas,Nevada, USA,Red,FALSE,Lightweight,MALE,3,Orthodox,175.26,175.26,155,Orthodox,185.42,185.42,155,31,30,-10.16,-10.16,1,U-DEC,U-DEC,N/A,3,5:00
Dustin Poirier,Conor McGregor,240,-260,9/27/2014,Las Vegas,Nevada, USA,Blue,FALSE,Featherweight,MALE,3,Southpaw,175.26,187.96,155,Southpaw,175.26,182.88,155,25,26,0,5.08,-1,KO/TKO,KO/TKO,Punches,1,1:46
John Howard,Brian Ebersole,-240,220,9/27/2014,Las Vegas,Nevada, USA,Blue,FALSE,Welterweight,MALE,3,Southpaw,182.88,185.42,170,Orthodox,170.18,180.34,170,31,33,12.7,5.08,-2,S-DEC,S-DEC,N/A,3,5:00
